Scientific Name	Scientific Name Synonyms	English Name	English Name Synonyms	Species Code	Element Code	Global Status	Global Status Review Date	Prov Status	Prov Status Review Date	Prov Status Change Date	COSEWIC	COSEWIC Comments	BC List	Provincial FRPA	Land Use Objectives	Ecosection	Prov Wildlife Act	GOERT	MBCA	SARA	SARA Comments	General Status Canada	CITES	Name Category	Class (English)	Species Level	Kingdom	Phylum	Class	Order	Family	Forest Dist	MOE Region	Regional Dist	Municipality	BGC	Habitat Subtype	Origin	Presence	Breeding Bird	Ecosystem Group	Endemic	CDC Maps	Mapping Status	
Strix occidentalis		Spotted Owl		B-SPOW	ABNSB12010	G3G4	April 10, 2016	S1	April 30, 2018	June 01, 1996	E (Mar 2008)	<i>Caurina</i> Subspecies	Red	Y (May 2004)		 				1-E (Jun 2003)		1 - At Risk (2005)	II	Vertebrate Animal	birds	Species	Animalia	Craniata	Aves	Strigiformes	Strigidae	DCK;DCS;DSC;DSQ	2;3;8	MVRD;SLRD;TNRD;OSRD;FVRD	 	CWH;ESSF;IDF;MH	Riparian Forest;Conifer Forest - Mesic (average);Conifer Forest - Dry;Conifer Forest - Moist/wet	Native	Regularly occurring	Y	 	N	Y		
Stylurus olivaceus		Olive Clubtail		OD-STYOLI	IIODO80060	G4	February 10, 2016	S2	February 20, 2015	April 29, 2015	E (May 2011)	 	Red	 		 				1-E		2 - May be at risk (2005)		Invertebrate Animal	insects	Species	Animalia	Mandibulata	Insecta	Odonata	Gomphidae	DAB;DKA;DOS	3;8	TNRD;CORD;KBRD;OSRD	 	BG;IDF	Stream/River;Lake;Pond/Open Water	Native	Regularly occurring		 	N	Y		
Symphyotrichum falcatum var. commutatum	Aster falcatus var. crassulus	White Prairie Aster		SYMPFAL2	PDASTE80N2	G5T4T5	July 25, 2016	S1?	April 30, 2016	April 30, 2016	 	 	Red	 		 						 		Vascular Plant	dicots	Variety	Plantae	Anthophyta	Dicotyledoneae	Asterales	Asteraceae	DRM	4	EKRD	 	PPdh		Native	Regularly occurring		 		Y		
Symphyotrichum frondosum	Aster frondosus	Short-rayed Aster		SYMPFRO	PDASTD8020	G4	September 29, 1987	S2	April 30, 2019	April 30, 2019	E (Apr 2006)	 	Red	 		 				1-E (Dec 2007)		1 - At Risk (2010)		Vascular Plant	dicots	Species	Plantae	Anthophyta	Dicotyledoneae	Asterales	Asteraceae	DOS	8	OSRD	 	BGxh;PPxh	Bog;Fen;Swamp;Marsh;Alkali Ponds/Salt Flats	Native	Regularly occurring		 	N	Y		
Symphyotrichum hendersonii		Henderson's Aster		 	PDASTE80W0	G4?	June 27, 2000	S2?	April 30, 2019	April 30, 2019	 	 	Red	 		 						 		Vascular Plant	dicots	Species	Plantae	Anthophyta	Dicotyledoneae	Asterales	Asteraceae	 	 	 	 	 		Native	Regularly occurring		 		Y		
Synthyris wyomingensis	Besseya wyomingensis	Wyoming Kitten-tails		SYNTWYO	PDSCR09070	G5	June 28, 2016	S2	April 30, 2019	April 30, 2019	 	 	Red	 		 						4 - Secure (2010)		Vascular Plant	dicots	Species	Plantae	Anthophyta	Dicotyledoneae	Scrophulariales	Scrophulariaceae	DRM	4	EKRD	 	ESSFdk;IMA	Tundra	Native	Regularly occurring		 	N	Y		
Syntrichia papillosissima		 		SYNTPAP	NBMUS7L0W0	G3G5	May 22, 1996	S1	April 29, 2015	March 31, 2011	 	 	Red	 		 						 		Nonvascular Plant		Species	Plantae	Bryophyta	Bryopsida	Pottiales	Pottiaceae	 	 	 	 	 		Native	Regularly occurring		 	N	Y		
Taraxacum hyparcticum		High-Arctic Dandelion		TARAHYP	PDAST930J0	GNR		SH	April 30, 2019	March 31, 2018	 	 	Red	 		 						 		Vascular Plant	dicots	Species	Plantae	Anthophyta	Dicotyledoneae	Asterales	Asteraceae	DFN	9	NRRD	 	BAFAun	Tundra	Native	Regularly occurring		 	N	Y		
Taraxia breviflora	Camissonia breviflora	Short-flowered Evening-primrose		TARABRE	PDONA03060	G5	August 01, 1988	S1	April 30, 2019	January 12, 1999	 	 	Red	 		 						2 - May be at risk (2010)		Vascular Plant	dicots	Species	Plantae	Anthophyta	Dicotyledoneae	Myrtales	Onagraceae	DCH;DOS;DPG	5;7;8	CBRD;FFRD;OSRD	 	IDFdk;MSxk;SBSmk	Vernal Pools/Seasonal Seeps;Grassland;Sagebrush Steppe	Native	Regularly occurring		 	N	Y		
Targionia hypophylla		 		TARGHYP	NBHEP38010	G5	December 31, 1994	S1S2	April 29, 2015	April 29, 2015	 	 	Red	 		 						 		Nonvascular Plant		Species	Plantae	Hepatophyta	Marchantiopsida	Marchantiales	Targioniaceae	 	 	 	 	 		Native	Regularly occurring		 		Y		
Taxidea taxus		American Badger		M-TATA	AMAJF04010	G5	April 05, 2016	S2	February 15, 2015	April 28, 2015	E (Nov 2012)	 	Red	Y (May 2004)		 				1-E (Jun 2018)	Ssp. <i>jeffersonii </i>only.	3 - Sensitive (2005)		Vertebrate Animal	mammals	Species	Animalia	Craniata	Mammalia	Carnivora	Mustelidae	DAB;DCC;DCH;DCS;DHW;DKA;DKL;DMH;DOS;DQU;DRM	3;4;5;8	EKRD;CKRD;SLRD;TNRD;CORD;NORD;CSRD;CBRD;KBRD;OSRD	Castlegar;Cranbrook;Cache Creek;Ashcroft;Spallumcheen;Invermere;Radium Hot Springs;100 Mile House;Greenwood;Chase;Enderby;Clinton;Armstrong;Lumby;Creston;Fruitvale;Grand Forks;Osoyoos;Elkford;Penticton;Canal Flats;Kamloops;Kelowna;Salmon Arm;Kimberley;Princeton;Trail;Vernon;Summerland;Lake Country;Midway;Coldstream;Oliver;Williams Lake;Rossland;Montrose;Warfield;Keremeos;Merritt;Peachland;Sparwood;Logan Lake;Fernie;Lillooet;Nelson	BG;ESSF;ICH;IDF;IMA;MS;PP;SBPS	Sub-soil;Pasture/Old Field;Talus;Meadow;Grassland;Shrub - Natural;Sagebrush Steppe;Conifer Forest - Mesic (average);Conifer Forest - Dry;Krummholtz;Antelope-brush Steppe;Shrub - Logged;Alpine Grassland	Native	Regularly occurring		 	N	Y		
Tayloria hornschuchii		 		 	NBMUS79030	G3G5	April 26, 2000	S1S3	March 31, 2018		 	 	Red	 		 						 		Nonvascular Plant		Species	Plantae	Bryophyta	Bryopsida	Funariales	Splachnaceae	 	 	 	 	 		Native	Regularly occurring		 		N		
Tayloria splachnoides		 		TAYLSPL	NBMUS79060	G2G3	December 07, 1999	S1S2	April 29, 2015	April 29, 2015	 	 	Red	 		 						 		Nonvascular Plant		Species	Plantae	Bryophyta	Bryopsida	Funariales	Splachnaceae	DCO	4	CSRD	 	ESSFvcp		Native	Regularly occurring		 	N	Y		
Tetraplodon pallidus		 		TETRPAL	NBMUS7C050	G5	February 16, 2015	S1S2	April 29, 2015	March 31, 2011	 	 	Red	 		 						 		Nonvascular Plant		Species	Plantae	Bryophyta	Bryopsida	Funariales	Splachnaceae	DSS_C	6;9	KSRD;SKRD	 	BAFA		Native	Regularly occurring		 	N	Y		
Tetraplodon urceolatus		 		TETRURC	NBMUS7C040	G5	April 10, 2015	S1	April 29, 2015	March 31, 2011	 	 	Red	 		 						 		Nonvascular Plant		Species	Plantae	Bryophyta	Bryopsida	Funariales	Splachnaceae	 	 	 	 	 		Native	Regularly occurring		 	N	Y		
Thelypteris nevadensis		Nevada Marsh Fern		THELNEV	PPTHE050W0	G4	November 01, 2011	S1	April 30, 2019	April 30, 1996	 	 	Red	 		 						2 - May be at risk (2010)		Vascular Plant	ferns	Species	Plantae	Filicinophyta	Filicopsida	Filicales	Thelypteridaceae	DSC;DSI	1;2	CRD;STRD	 	CWHxm	Riparian Forest;Stream/River;Rock/Sparsely Vegetated Rock;Mixed Forest (deciduous/coniferous mix)	Native	Regularly occurring		 	N	Y		
Thomomys talpoides segregatus		Northern Pocket Gopher, Segregatus Subspecies		M-THTA-SE	AMAFC01047	G5T2Q	April 05, 2016	S2	December 08, 2006	June 30, 1998	 	 	Red	 		 						 		Vertebrate Animal	mammals	Subspecies	Animalia	Craniata	Mammalia	Rodentia	Geomyidae	DKL	4	CKRD	 	ICH	Sub-soil;Pasture/Old Field;Cultivated Field;Hedgerow;Meadow	Native	Regularly occurring		 	Y	Y		
Thuja plicata / Achlys triphylla		Western Redcedar / Vanilla-leaf		 	C1A9CTPPM1	G1		S1	April 11, 2013	July 15, 2002	 	 	Red	 		FRL;GEL;JDF;NAL;SGI;SOG						 		Ecological Community		 	Plant Community	 	 	 	 	DCK;DCR;DSC;DSI	1;2	MVRD;CRD;CVRD;RDN;CXRD;STRD;PWRD;SCRD	Delta;Victoria;Highlands;Langford;Richmond;Central Saanich;Lantzville;Oak Bay;Qualicum Beach;Langley (District);Surrey;White Rock;View Royal;Colwood;North Saanich;Sidney;Metchosin;Vancouver;Parksville;Powell River;Sechelt;Esquimalt;North Cowichan;Saanich;Ladysmith;Nanaimo;Duncan	CDFmm/12					Terrestrial Realm - Forest: Coniferous - moist/wet		Y		
Thuja plicata / Carex obnupta		Western Redcedar / Slough Sedge		 	C1B2CARCO1	GNR		S1S2	March 15, 2019	March 15, 2019	 	 	Red	 		CPR;EPR;FRL;GEL;JDF;JOS;LIM;NAL;NIM;NWC;OUF;SGI;SOG;SPR;VIS;WIM						 		Ecological Community		 	Plant Community	 	 	 	 	DCK;DCR;DNI;DSC;DSI;DSQ	1;2	MVRD;CRD;CVRD;RDN;ACRD;CXRD;STRD;PWRD;SCRD;SLRD;MWRD;FVRD	Delta;Lake Cowichan;Sayward;Harrison Hot Springs;Anmore;Port Moody;Cumberland;Langford;Richmond;Kent;Lions Bay;Gibsons;Mission;Sooke;Bowen Island;Langley (City);Lantzville;Pitt Meadows;Port Coquitlam;Chilliwack;Langley (District);Abbotsford;Surrey;Comox;Squamish;Metchosin;Vancouver;Campbell River;Courtenay;Powell River;Sechelt;North Vancouver (District);North Vancouver (City);Burnaby;North Cowichan;Port Alberni;New Westminster;Ladysmith;Nanaimo;Coquitlam;West Vancouver;Maple Ridge;Belcarra;Gold River	CWHdm/15;CWHxm1/15;CWHxm2/15					Terrestrial Realm - Forest: Coniferous - moist/wet;Wetland Realm - Mineral Wetland Group: Swamp Wetland Class (Ws)		Y		
Thuja plicata / Lonicera involucrata		Western Redcedar / Black Twinberry		 	C2B2CARLI1	GNR		S1	March 31, 2019	October 22, 2009	 	 	Red	 	South Central Coast LUO	CPR;EPR;FRL;GEL;JDF;JOS;LIM;NAL;NIM;NWC;OUF;SGI;SOG;SPR;VIS;WIM						 		Ecological Community		 	Plant Community	 	 	 	 	DCK;DCR;DNI;DSC;DSI;DSQ	1;2	MVRD;CRD;CVRD;RDN;ACRD;CXRD;STRD;PWRD;SCRD;SLRD;MWRD;FVRD	Delta;Lake Cowichan;Sayward;Harrison Hot Springs;Anmore;Port Moody;Cumberland;Langford;Richmond;Kent;Lions Bay;Gibsons;Mission;Sooke;Bowen Island;Langley (City);Lantzville;Pitt Meadows;Port Coquitlam;Chilliwack;Langley (District);Abbotsford;Surrey;Comox;Squamish;Metchosin;Vancouver;Campbell River;Courtenay;Powell River;Sechelt;North Vancouver (District);North Vancouver (City);Burnaby;North Cowichan;Port Alberni;New Westminster;Ladysmith;Nanaimo;Coquitlam;West Vancouver;Maple Ridge;Belcarra;Gold River	CWHdm/14;CWHxm1/14;CWHxm2/14					Terrestrial Realm - Forest: Coniferous - moist/wet		N		
Thuja plicata / Lysichiton americanus / Sphagnum spp.		Western Redcedar / Skunk Cabbage / Peat-mosses		 	CEBC000556	GNR		S2	October 31, 2004	April 06, 1994	 	 	Red	 		BBT;CAM;CPK;NKM;NPK;UFT						 		Ecological Community		 	Plant Community	 	 	 	 	DHW	3;4;7	TNRD;CSRD;FFRD	 	ICHmm/08					Terrestrial Realm - Forest: Coniferous - moist/wet;Wetland Realm - Mineral Wetland Group: Swamp Wetland Class (Ws)		N		
Thuja plicata / Oemleria cerasiformis		Western Redcedar / Indian-plum		 	C1A9CTPOC1	G1		S1	April 11, 2006	July 11, 2002	 	 	Red	 		FRL;GEL;JDF;NAL;SGI;SOG						 		Ecological Community		 	Plant Community	 	 	 	 	DCK;DCR;DSC;DSI	1;2	MVRD;CRD;CVRD;RDN;CXRD;STRD;PWRD;SCRD	Delta;Victoria;Highlands;Langford;Richmond;Central Saanich;Lantzville;Oak Bay;Qualicum Beach;Langley (District);Surrey;White Rock;View Royal;Colwood;North Saanich;Sidney;Metchosin;Vancouver;Parksville;Powell River;Sechelt;Esquimalt;North Cowichan;Saanich;Ladysmith;Nanaimo;Duncan	CDFmm/13					Terrestrial Realm - Forest: Coniferous - moist/wet		Y		
Thuja plicata / Oplopanax horridus / Matteuccia struthiopteris		Western Redcedar / Devil's Club / Ostrich Fern		 	CEBC000562	GNR		S2	January 29, 2018	January 29, 2018	 	 	Red	Y (Jun 2006)		BOV;CAM;MCP;SHR;UFT						 		Ecological Community		 	Plant Community	 	 	 	 	DPG	7	FFRD	 	ICHvk2/05					Terrestrial Realm - Flood Group (F): Highbench Flood;Terrestrial Realm - Forest: Coniferous - moist/wet		Y		
Thuja plicata - Picea engelmannii x glauca / Lonicera involucrata / Carex disperma		Western Redcedar - Hybrid White Spruce / Black Twinberry / Soft-leaved Sedge		 	CEBC000273	GNR		S2	October 31, 2004	March 31, 2001	 	 	Red	 		HOR;NIB;NOB;NTU;OKR;PAR;SHB;THB;TRU;WOU						 		Ecological Community		 	Plant Community	 	 	 	 	DCK;DCS;DKA;DOS	3;8	TNRD;CORD;NORD;CSRD;OSRD	Barriere;West Kelowna;Sun Peaks Mountain Resort	IDFdk2/07					Terrestrial Realm - Forest: Coniferous - moist/wet		N		
Thuja plicata / Polystichum munitum Dry Maritime		Western Redcedar / Sword Fern Dry Maritime		 	C1A9CTPTT1	G2G3		S2?	May 18, 2016	May 18, 2016	 	 	Red	 	South Central Coast LUO	CPR;EPR;FRL;GEL;JOS;NWC;OUF;SOG;SPR						 		Ecological Community		 	Plant Community	 	 	 	 	DCK;DCR;DNI;DSC;DSQ	1;2	MVRD;STRD;PWRD;SCRD;SLRD;MWRD;FVRD	Harrison Hot Springs;Anmore;Port Moody;Kent;Lions Bay;Gibsons;Mission;Bowen Island;Pitt Meadows;Port Coquitlam;Chilliwack;Langley (District);Abbotsford;Surrey;Squamish;Vancouver;Sechelt;North Vancouver (District);North Vancouver (City);Burnaby;New Westminster;Coquitlam;West Vancouver;Maple Ridge;Belcarra	CWHdm/05					Terrestrial Realm - Forest: Coniferous - mesic	Y	N		
Thuja plicata - Pseudotsuga menziesii / Eurhynchium oreganum		Western Redcedar - Douglas-fir / Oregon Beaked-moss		 	C1A9CTPKO1	GNR		S1	April 11, 2013	July 15, 2002	 	 	Red	 		FRL;GEL;JDF;NAL;SGI;SOG						 		Ecological Community		 	Plant Community	 	 	 	 	DCK;DCR;DSC;DSI	1;2	MVRD;CRD;CVRD;RDN;CXRD;STRD;PWRD;SCRD	Delta;Victoria;Highlands;Langford;Richmond;Central Saanich;Lantzville;Oak Bay;Qualicum Beach;Langley (District);Surrey;White Rock;View Royal;Colwood;North Saanich;Sidney;Metchosin;Vancouver;Parksville;Powell River;Sechelt;Esquimalt;North Cowichan;Saanich;Ladysmith;Nanaimo;Duncan	CDFmm/05					Terrestrial Realm - Forest: Coniferous - moist/wet		Y		
Thuja plicata - Pseudotsuga menziesii / Maianthemum racemosum		Western Redcedar - Douglas-fir / False Solomon's Seal		 	CEBC001053	GNR		S1	October 31, 2004	July 26, 2002	 	 	Red	 		HOR;NIB;NOB;NOH;OKR;SHB;SOB;SRH;WOU						 		Ecological Community		 	Plant Community	 	 	 	 	DCS;DOS	3;8	TNRD;CORD;NORD;CSRD;KBRD;OSRD	Spallumcheen;Armstrong;Lumby;Penticton;West Kelowna;Kelowna;Princeton;Vernon;Summerland;Lake Country;Coldstream;Peachland	IDFxh1/00					Terrestrial Realm - Forest: Coniferous - moist/wet		N		
Thuja plicata / Rubus idaeus / Gymnocarpium dryopteris		Western Redcedar / Red Raspberry / Oak fern		 	CEBC000022	GNR		S2	October 31, 2004	June 15, 2000	 	 	Red	 		CAP;QUH						 		Ecological Community		 	Plant Community	 	 	 	 	DHW;DMH	3;5	CBRD	 	ICHdk/06					Terrestrial Realm - Forest: Coniferous - moist/wet		N		
Thuja plicata / Rubus spectabilis		Western Redcedar / Salmonberry		 	C1B2CARRS3	GNR		S1S2	March 29, 2019	June 26, 1992	 	 	Red	 	South Central Coast LUO	CPR;EPR;FRL;GEL;JDF;JOS;LIM;NAL;NIM;NWC;OUF;SGI;SOG;SPR;VIS;WIM						 		Ecological Community		 	Plant Community	 	 	 	 	DCK;DCR;DNI;DSC;DSI;DSQ	1;2	MVRD;CRD;CVRD;RDN;ACRD;CXRD;STRD;PWRD;SCRD;SLRD;MWRD;FVRD	Delta;Lake Cowichan;Sayward;Harrison Hot Springs;Anmore;Port Moody;Cumberland;Langford;Richmond;Kent;Lions Bay;Gibsons;Mission;Sooke;Bowen Island;Langley (City);Lantzville;Pitt Meadows;Port Coquitlam;Chilliwack;Langley (District);Abbotsford;Surrey;Comox;Squamish;Metchosin;Vancouver;Campbell River;Courtenay;Powell River;Sechelt;North Vancouver (District);North Vancouver (City);Burnaby;North Cowichan;Port Alberni;New Westminster;Ladysmith;Nanaimo;Coquitlam;West Vancouver;Maple Ridge;Belcarra;Gold River	CWHdm/13;CWHxm1/13;CWHxm2/13					Terrestrial Realm - Forest: Coniferous - moist/wet		Y		
Thuja plicata / Symphoricarpos albus		Western Redcedar / Common Snowberry		 	C1A9CTPSA1	GNR		S1	June 12, 2013	June 15, 1992	 	 	Red	 		FRL;GEL;JDF;NAL;SGI;SOG						 		Ecological Community		 	Plant Community	 	 	 	 	DCK;DCR;DSC;DSI	1;2	MVRD;CRD;CVRD;RDN;CXRD;STRD;PWRD;SCRD	Delta;Victoria;Highlands;Langford;Richmond;Central Saanich;Lantzville;Oak Bay;Qualicum Beach;Langley (District);Surrey;White Rock;View Royal;Colwood;North Saanich;Sidney;Metchosin;Vancouver;Parksville;Powell River;Sechelt;Esquimalt;North Cowichan;Saanich;Ladysmith;Nanaimo;Duncan	CDFmm/07					Terrestrial Realm - Flood Group (F): Highbench Flood;Terrestrial Realm - Forest: Mixed - moist/wet		Y	Original rank in 1992 (S1), reviewed April 2013 and used High to Medium Threat which gave an S1S2 rank, Reviewed again in June and determined to stay with High threat which pushed rank to S1 (as did Very High to High threat did also). So much fragmentation, loss, and lack of Riparian protection, then CC threat with lower precip and possible landslides, erosion increasing.	
Thuja plicata - Xanthocyparis nootkatensis / Coptis aspleniifolia Moist Maritime 2		Western Redcedar - Yellow-cedar / Spleenwort-leaved Goldthread Moist Maritime 2		 	C1A9CTPCA2	G4G5		S1	April 01, 2019	April 01, 2019	 	 	Red	 		LIM;NAL;NIM;WIM						 		Ecological Community		 	Plant Community	 	 	 	 	DCR;DSI	1	CRD;CVRD;RDN;ACRD;CXRD;STRD	Cumberland	CWHmm2/07					Terrestrial Realm - Forest: Coniferous - moist/wet		N		
Timmia sibirica		 		TIMMSIB	NBMUS7G040	G5?	October 29, 2000	S1S2	April 29, 2015	April 29, 2015	 	 	Red	 		 						 		Nonvascular Plant		Species	Plantae	Bryophyta	Bryopsida	Bryales	Timmiaceae	DCO;DFN	4;9	EKRD;NRRD	 	ESSFdk;SWBmk		Native	Regularly occurring		 	N	Y		
Tortella humilis		 		TORTHUM	NBMUS7K040	G5	April 30, 1991	S1	April 29, 2015		 	 	Red	 		 						 		Nonvascular Plant		Species	Plantae	Bryophyta	Bryopsida	Pottiales	Pottiaceae	DSC	2	PWRD	 	CDFmm		Native	Regularly occurring		 	N	Y		
Tortella tortuosa var. arctica		 		TORTTOR	NBMUS7K010	G5TU	October 23, 2000	S1S2	March 31, 2011	March 31, 2011	 	 	Red	 		 						 		Nonvascular Plant		Variety	Plantae	Bryophyta	Bryopsida	Pottiales	Pottiaceae	DFN	9	NRRD	 	SWB		Native	Regularly occurring		 	N	Y		
Tortula atrovirens	Desmatodon convolutus	 		TORTATR	NBMUS25020	G5?	May 20, 1996	S2	April 29, 2015	March 31, 2011	 	 	Red	 		 						 		Nonvascular Plant		Species	Plantae	Bryophyta	Bryopsida	Pottiales	Pottiaceae	 	 	 	 	 		Native	Regularly occurring		 	N	Y		
Tortula bolanderi		 		TORTBOL	NBMUS7L060	G3G5	April 26, 2000	S2	April 29, 2015	March 31, 2011	 	 	Red	 		 						 		Nonvascular Plant		Species	Plantae	Bryophyta	Bryopsida	Pottiales	Pottiaceae	DCK;DSI	1;2	CRD;FVRD	 	CWH		Native	Regularly occurring		 	N	Y		
Tortula nevadensis		 		TORTNEV	NBMUS5V060	G2G3	December 03, 2018	SH	April 29, 2015	April 29, 2015	 	 	Red	 		 						 		Nonvascular Plant		Species	Plantae	Bryophyta	Bryopsida	Pottiales	Pottiaceae	DOS	3	OSRD	 	CWH		Native	Regularly occurring		 	N	N		
Tortula protobryoides		 		TORTBRY	NBMUS5V020	G5?	May 21, 1996	S1	April 29, 2015		 	 	Red	 		 						 		Nonvascular Plant		Species	Plantae	Bryophyta	Bryopsida	Pottiales	Pottiaceae	DOS	8	OSRD	 	IDF		Native	Regularly occurring		 	N	Y		
Tortula systylia	Desmatodon systylius	 		DESMSYS	NBMUS250E0	G4G5	April 18, 1991	S1	April 29, 2015	March 31, 2011	 	 	Red	 		 						 		Nonvascular Plant		Species	Plantae	Bryophyta	Bryopsida	Pottiales	Pottiaceae	DSS_C	6	SKRD	 	BAFA		Native	Regularly occurring		 	N	Y		
Toutellus oregonensis		an earthworm		HA-TOUORE	IAOLI41010	GNR		S1	January 22, 2019	January 22, 2019	 	 	Red	 		 						 		Invertebrate Animal	oligochaetes	Species	Animalia	Annelida	Oligochaeta	Haplotaxida	Megascolecidae	 	 	 	 	 		Native	Regularly occurring		 	N	N		
Townsendia parryi		Parry's Townsendia		TOWNPAR	PDAST9C0J0	G4?	August 31, 1988	S2	April 30, 2019	April 29, 2015	 	 	Red	 		 						4 - Secure (2010)		Vascular Plant	dicots	Species	Plantae	Anthophyta	Dicotyledoneae	Asterales	Asteraceae	DRM	4	EKRD	 	ESSFdkp;IMA	Rock/Sparsely Vegetated Rock;Tundra;Fellfield	Native	Regularly occurring		 	N	Y		
Tramea lacerata		Black Saddlebags		OD-TRALAC	IIODO64050	G5	June 15, 2016	S2	February 20, 2015	April 29, 2015	 	 	Red	 		 						4 - Secure (2005)		Invertebrate Animal	insects	Species	Animalia	Mandibulata	Insecta	Odonata	Libellulidae	DSI	1	CRD	Victoria;Saanich	CDF	Marsh;Riparian Forest;Lake;Pond/Open Water	Native	Regularly occurring		 	N	Y		
Trematodon montanus		 		TREMMON	NBMUS7M050	G1G3	July 10, 2017	S1?	April 29, 2015	April 29, 2015	 	 	Red	 		 						 		Nonvascular Plant		Species	Plantae	Bryophyta	Bryopsida	Dicranales	Bruchiaceae	DQC	6	SQCRD	 	CWH		Native	Regularly occurring		 	N	Y		
Trichophorum alpinum / Scorpidium revolvens		Hudson Bay Clubrush / Rusty Hook-moss		 	CEBC003059	G2		S2	May 26, 2015	July 14, 2004	 	 	Red	 	Central and North Coast LUO	BAU;BUB;BUR;CBR;CRU;ESM;FRT;KIM;MAP;MCP;MIR;NAU;NBR;NEL;NEU;NHR;NSM;PAT;QUL;SBP;SOM;SSM;STH;STP;TAG;TEP;THH;WCR;WCU;WMR						 		Ecological Community		 	Plant Community	 	 	 	 	DJA;DKM;DMK;DND;DNI;DPG;DQU;DSS;DVA	5;6;7	CBRD;KSRD;BNRD;FFRD;PRRD;SKRD	Mackenzie;Houston;Fraser Lake;Granisle	SBSmc2/Wf10;SBSmk2/Wf10					Wetland Realm - Peatland Group: Fen Wetland Class (Wf)	Y	N		
Trichostomum arcticum		 		TRICARC	NBMUS7Q060	G5?	July 24, 2000	S1S2	April 29, 2015	March 31, 2011	 	 	Red	 		 						 		Nonvascular Plant		Species	Plantae	Bryophyta	Bryopsida	Pottiales	Pottiaceae	DFN	9	NRRD	 	SWB		Native	Regularly occurring		 	N	Y		
Triglochin maritima Marsh		Seaside Arrow-grass Marsh		 	CEBC001046	GNR		S2	October 31, 2004	July 31, 2002	 	 	Red	 		CAB;CAP;CCR;CHP;FRB;NAU;NEU;PAR;QUL;SCR;THB;TRU;WCR;WCU						 		Ecological Community		 	Plant Community	 	 	 	 	DCC;DCH;DCS;DKA;DMH;DNI;DQU;DVA	3;5;6	SLRD;TNRD;CBRD;CCRD;BNRD	100 Mile House;Clinton;Williams Lake	IDFdk3;MSxv;SBPSxc					Wetland Realm - Mineral Wetland Group: Marsh Wetland Class (Wm)		N		
Triphysaria versicolor ssp. versicolor		Bearded Owl-clover		TRIPVER1	PDSCR2T021	G5T5	September 17, 1997	S1	April 30, 2019	May 14, 2001	E (Nov 2011)	 	Red	 		 		Y		1-E (Jun 2003)		 		Vascular Plant	dicots	Subspecies	Plantae	Anthophyta	Dicotyledoneae	Scrophulariales	Scrophulariaceae	DSI	1	CRD	 	CDFmm	Rock/Sparsely Vegetated Rock;Meadow;Garry Oak Vernal Pool	Native	Regularly occurring		 	N	Y		
Triquetrella californica		 		 	NBMUS7S010	G2	May 27, 2015	S1S2	March 31, 2018	March 31, 2018	 	 	Red	 		 						 		Nonvascular Plant		Species	Plantae	Bryophyta	Bryopsida	Pottiales	Pottiaceae	 	 	 	 	 		Native	Regularly occurring		 		N		
Triteleia howellii	Triteleia grandiflora var. howellii	Howell's Triteleia		TRITHOW	PMLIL21061	G4G5T3T4Q	February 28, 2003	S1	March 24, 2005	August 18, 2003	E (May 2003)	 	Red	 		 		Y		1-E (Jan 2005)		 		Vascular Plant	monocots	Species	Plantae	Anthophyta	Monocotyledoneae	Liliales	Liliaceae	DSI	1	CRD;CVRD	 	CDFmm	Meadow;Deciduous/Broadleaf Forest;Conifer Forest - Dry;Garry Oak Woodland;Garry Oak Coastal Bluffs	Native	Regularly occurring		 	N	Y		
Tsuga heterophylla - Abies amabilis / Rhytidiopsis robusta		Western Hemlock - Amabilis Fir / Pipecleaner Moss		 	C1A9CAARR1	G3		S1S2	April 01, 2019	April 01, 2019	 	 	Red	 	South Central Coast LUO	LIM;NAL;NIM;OUF;WIM						 		Ecological Community		 	Plant Community	 	 	 	 	DCR;DSC;DSI	1	CRD;CVRD;RDN;ACRD;CXRD;STRD	Cumberland	CWHmm1/01;CWHmm2/01					Terrestrial Realm - Forest: Coniferous - mesic		N		
Tsuga heterophylla - Abies amabilis / Struthiopteris spicant Moist Maritime		Western Hemlock - Amabilis Fir / Deer Fern Moist Maritime		 	C1A9CAABS2	GNR	May 11, 2010	S2	April 01, 2019	July 22, 2002	 	 	Red	 	South Central Coast LUO	LIM;NAL;NIM;OUF;WIM						 		Ecological Community		 	Plant Community	 	 	 	 	DCR;DSC;DSI	1	CRD;CVRD;RDN;ACRD;CXRD;STRD	Cumberland	CWHmm1/06;CWHmm2/06					Terrestrial Realm - Forest: Coniferous - moist/wet		N		
Tsuga heterophylla / Clintonia uniflora		Western Hemlock / Queen's Cup		 	C1A9CTHCU1	G3G4		S2	May 27, 2009	July 15, 2002	 	 	Red	 	Central and North Coast LUO;South Central Coast LUO	CCR;CPR;EPR;FRL;HOR;JOS;KIM;KIR;LPR;NCF;NEU;NPR;NWC;SPR;WCR						 		Ecological Community		 	Plant Community	 	 	 	 	DCH;DCK;DCS;DNI;DSC;DSQ	1;2;3;5	STRD;PWRD;SLRD;TNRD;CBRD;MWRD;CCRD;FVRD	Hope;Pemberton;Whistler;Kent;Squamish	CWHds1/06;CWHds2/06					Terrestrial Realm - Forest: Coniferous - moist/wet		N		
